run_id,solver,graph_seed,n_nodes,n_edges,n_factories,n_powerplants,production_rate,theoretical_max,efficiency
0,0,42,53,110,28,24,194,494,0.392713
1,0,43,51,102,25,25,181,460,0.393478
2,0,44,51,96,26,24,174,436,0.399083
3,0,45,49,101,27,21,181,454,0.398678
4,0,46,51,107,24,26,188,480,0.391667
5,0,47,52,106,28,23,186,477,0.389937
6,0,48,52,109,26,25,186,489,0.380368
7,0,49,51,105,27,23,183,472,0.387712
8,0,50,51,106,25,25,179,476,0.37605
9,0,51,53,112,29,23,201,502,0.400398
