run_id,solver,graph_seed,n_nodes,n_edges,n_factories,n_powerplants,production_rate,theoretical_max,efficiency
0,0,42,49,97,24,24,168,438,0.383562
1,0,43,50,98,26,23,168,443,0.379232
2,0,44,48,95,24,23,162,429,0.377622
3,0,45,47,94,24,22,164,424,0.386792
4,0,46,49,105,25,23,181,470,0.385106
5,0,47,51,106,27,23,179,476,0.37605
6,0,48,50,103,24,25,176,463,0.38013
7,0,49,50,104,27,22,177,467,0.379015
8,0,50,48,88,23,24,159,401,0.396509
9,0,51,50,104,24,25,174,467,0.372591
