run_id,solver,graph_seed,n_nodes,n_edges,n_factories,n_powerplants,production_rate,theoretical_max,efficiency
0,0,42,53,110,39,13,167,494,0.338057
1,0,43,51,102,37,13,159,460,0.345652
2,0,44,51,96,38,12,148,436,0.33945
3,0,45,49,101,35,13,159,454,0.35022
4,0,46,51,107,36,14,166,480,0.345833
5,0,47,52,106,39,12,163,477,0.341719
6,0,48,52,109,39,12,161,489,0.329243
7,0,49,51,105,38,12,166,472,0.351695
8,0,50,51,106,37,13,155,476,0.32563
9,0,51,53,112,39,13,175,502,0.348606
