run_id,solver,graph_seed,n_nodes,n_edges,n_factories,n_powerplants,production_rate,theoretical_max,efficiency
0,0,42,53,110,26,26,190,494,0.384615
1,0,43,51,102,26,24,178,460,0.386957
2,0,44,51,96,28,22,172,436,0.394495
3,0,45,49,101,24,24,174,454,0.38326
4,0,46,51,107,26,24,184,480,0.383333
5,0,47,52,106,26,25,180,477,0.377358
6,0,48,52,109,24,27,182,489,0.372188
7,0,49,51,105,26,24,180,472,0.381356
8,0,50,51,106,23,27,173,476,0.363445
9,0,51,53,112,27,25,201,502,0.400398
