run_id,solver,graph_seed,n_nodes,n_edges,n_factories,n_powerplants,production_rate,theoretical_max,efficiency
0,0,42,49,97,27,21,171,438,0.390411
1,0,43,50,98,26,23,174,443,0.392777
2,0,44,48,95,26,21,168,429,0.391608
3,0,45,47,94,24,22,168,424,0.396226
4,0,46,49,105,28,20,188,470,0.4
5,0,47,51,106,27,23,177,476,0.371849
6,0,48,50,103,24,25,180,463,0.388769
7,0,49,50,104,26,23,184,467,0.394004
8,0,50,48,88,24,23,160,401,0.399002
9,0,51,50,104,23,26,179,467,0.383298
