run_id,solver,graph_seed,n_nodes,n_edges,n_factories,n_powerplants,production_rate,theoretical_max,efficiency
0,0,42,49,97,27,21,175,438,0.399543
1,0,43,50,98,25,24,175,443,0.395034
2,0,44,48,95,24,23,168,429,0.391608
3,0,45,47,94,23,23,169,424,0.398585
4,0,46,49,105,24,24,184,470,0.391489
5,0,47,51,106,26,24,184,476,0.386555
6,0,48,50,103,24,25,182,463,0.393089
7,0,49,50,104,27,22,185,467,0.396146
8,0,50,48,88,24,23,162,401,0.40399
9,0,51,50,104,24,25,178,467,0.381156
