run_id,solver,graph_seed,n_nodes,n_edges,n_factories,n_powerplants,production_rate,theoretical_max,efficiency
0,0,42,49,97,26,22,164,438,0.374429
1,0,43,50,98,24,25,172,443,0.388262
2,0,44,48,95,23,24,163,429,0.379953
3,0,45,47,94,22,24,164,424,0.386792
4,0,46,49,105,26,22,182,470,0.387234
5,0,47,51,106,25,25,177,476,0.371849
6,0,48,50,103,25,24,183,463,0.395248
7,0,49,50,104,25,24,177,467,0.379015
8,0,50,48,88,25,22,165,401,0.411471
9,0,51,50,104,23,26,173,467,0.37045
