run_id,solver,graph_seed,n_nodes,n_edges,n_factories,n_powerplants,production_rate,theoretical_max,efficiency
0,0,42,49,97,34,14,152,438,0.347032
1,0,43,50,98,38,11,146,443,0.329571
2,0,44,48,95,35,12,149,429,0.347319
3,0,45,47,94,35,11,141,424,0.332547
4,0,46,49,105,37,11,153,470,0.325532
5,0,47,51,106,38,12,158,476,0.331933
6,0,48,50,103,37,12,157,463,0.339093
7,0,49,50,104,34,15,172,467,0.368308
8,0,50,48,88,36,11,138,401,0.34414
9,0,51,50,104,35,14,165,467,0.353319
