run_id,solver,graph_seed,n_nodes,n_edges,n_factories,n_powerplants,production_rate,theoretical_max,efficiency
0,0,42,49,97,42,6,74,438,0.16895
1,0,43,50,98,43,6,87,443,0.196388
2,0,44,48,95,41,6,71,429,0.165501
3,0,45,47,94,44,2,58,424,0.136792
4,0,46,49,105,45,3,67,470,0.142553
5,0,47,51,106,47,3,67,476,0.140756
6,0,48,50,103,46,3,66,463,0.142549
7,0,49,50,104,46,3,74,467,0.158458
8,0,50,48,88,44,3,60,401,0.149626
9,0,51,50,104,44,5,82,467,0.175589
