run_id,solver,graph_seed,n_nodes,n_edges,n_factories,n_powerplants,production_rate,theoretical_max,efficiency
0,0,42,49,97,4,1,10,438,0.0228311
1,0,43,50,98,4,1,14,443,0.0316027
2,0,44,48,95,4,1,12,429,0.027972
3,0,45,47,94,4,1,10,424,0.0235849
4,0,46,49,105,4,1,10,470,0.0212766
5,0,47,51,106,4,1,10,476,0.0210084
6,0,48,50,103,4,1,10,463,0.0215983
7,0,49,50,104,4,1,10,467,0.0214133
8,0,50,48,88,4,1,10,401,0.0249377
9,0,51,50,104,4,1,10,467,0.0214133
