run_id,spartan_mult,ticks,winner,nodes_p0,nodes_p1,troops_p0,troops_p1,deaths_p0,deaths_p1
0,1,354,1,0,7,0,2151,572,49
1,1,354,1,0,7,0,2151,572,49
2,1,354,1,0,7,0,2151,572,49
