run_id,spartan_mult,ticks,winner,nodes_p0,nodes_p1,troops_p0,troops_p1,deaths_p0,deaths_p1
0,1,3000,0,6,4,14464,2952,3755,15332
1,1,3000,0,6,4,14464,2952,3755,15332
2,1,3000,0,6,4,14464,2952,3755,15332
