run_id,spartan_mult,ticks,winner,nodes_p0,nodes_p1,troops_p0,troops_p1,deaths_p0,deaths_p1
0,1,1957,1,0,8,0,11216,2367,1563
1,1,1957,1,0,8,0,11216,2367,1563
2,1,1957,1,0,8,0,11216,2367,1563
