run_id,spartan_mult,ticks,winner,nodes_p0,nodes_p1,troops_p0,troops_p1,deaths_p0,deaths_p1
0,1,3000,1,4,6,2134,14122,15340,4728
1,1,3000,1,4,6,2134,14122,15340,4728
2,1,3000,1,4,6,2134,14122,15340,4728
